48:3.16228 141:2.82843
20013:2 20127:2.23607
20070:2.23607 20139:4.12311
20092:2.23607 20131:3
20000:4 20045:2
20077:1 20104:2.23607
20076:3.16228 20105:2.23607
20077:1.41421 20096:2
20117:2 20158:1
20049:2.82843 20154:2.23607
20102:3.60555 20134:3.60555
20044:4 20117:4
20162:2.23607 20167:1.41421
20032:1.41421 20038:2.23607
20006:1.41421 20087:1
20027:2 20086:1.41421
20050:1 20085:1
20002:5.09902 20164:3.60555
20035:2 20157:2
20120:3.16228 20136:3.60555
20105:2 20158:1
20135:1.41421 20161:1
20073:2 20095:1
20014:1.41421 20116:3.16228
20037:2.23607 20074:2
20035:2.82843 20036:3.60555
20009:2.23607 20068:2.23607
20015:2 20151:2
20029:1.41421 20047:1.41421
20033:1.41421 20141:2
20013:1 20098:2.23607
20067:2.23607 20172:2.23607
20115:3.16228 20156:2.23607
20042:1.41421 20048:1
20052:2 20092:2.82843
20003:1 20032:3.60555
20075:2 20153:3.60555
20107:3.60555 20126:4.47214
20022:2 20118:1.41421
20009:1.41421 20166:2.82843
20162:1.41421 20168:1.41421
20017:1.41421 20095:1.41421
20099:4.12311 20107:4.12311
20085:4.47214 20108:4
20063:2.23607 20126:2
20020:2 20039:4
20004:4.47214 20055:3.16228
20050:2.23607 20113:3.16228
20039:2.23607 20040:5
20093:1.41421 20117:2.23607
20018:1 20058:1
20046:3.16228 20170:2.23607
20000:4.12311 20045:3.60555
20030:5 20165:6.32456
20091:2.23607 20124:2
20096:2 20163:2.23607
20002:3.16228 20133:3.60555
20038:1 20098:2.23607
20008:1 20066:1
20129:2.23607 20157:2.23607
20115:2 20156:2.23607
20105:1 20117:1
20070:5.09902 20099:6.08276
20082:2.23607 20112:2.23607
20118:1 20135:2.23607
20137:1.41421 20168:2
20079:1 20096:1
20002:3.60555 20114:3.60555
20041:4 20064:4.12311
20005:3 20136:2.82843
20061:1 20109:1.41421
20112:2 20137:1.41421
20070:5.09902 20149:4.12311
20089:5 20148:2.23607
20071:3.16228 20122:3.60555
20038:2.82843 20128:2.23607
20056:2.23607 20081:1
20067:2.82843 20121:2.23607
20193:3.16228 20211:4.12311
20192:5.83095 20259:3.16228
20357:5.83095 20362:6.40312
20321:7.07107 20346:3.16228
20276:8.06226 20324:7.81025
20261:6.40312 20340:5.65685
20262:4.47214 20389:1.41421
20347:4.47214 20380:4.12311
20242:5 20280:5
20192:4 20214:4.47214
20316:9 20341:5.83095
20265:6.40312 20315:8.06226
20207:5.38516 20332:3
20189:5.83095 20327:6.32456
20188:5.83095 20327:5.09902
20245:8 20366:5
20285:4.12311 20347:12.0416
20184:4 20214:4.47214
20175:3.16228 20215:2.23607
20264:3.16228 20378:3.16228
20282:1.41421 20298:1
20263:1 20385:6.7082
20200:5.09902 20330:6.32456
20282:6 20365:4
20217:1.41421 20373:3.60555
20197:5.09902 20348:4.47214
20292:3.60555 20303:1.41421
20281:3 20335:3.60555
20270:5.83095 20339:6.40312
20200:8.94427 20348:6
20236:1 20367:2.23607
20249:7.07107 20269:2.23607
20240:3.60555 20332:2.82843
20246:3.60555 20376:2.23607
20226:5.38516 20319:7.07107
20215:3.60555 20354:3
20175:4.12311 20193:3.60555
20271:4.12311 20323:2.23607
20253:3.60555 20390:5.09902
20192:4.47214 20290:3.16228
20193:2.23607 20354:2
20339:7.2111 20345:3.60555
20199:1.41421 20373:3.60555
20227:2.23607 20266:2.23607
20302:3.60555 20365:13.0384
20286:2.23607 20328:2.23607
20245:4.12311 20395:3.60555
20231:2.82843 20278:4.47214
20307:2 20391:2.23607
20226:6.32456 20349:2
20317:3.16228 20358:2
20209:5.38516 20224:6.32456
20218:2.23607 20381:2.82843
20257:3 20399:2
20253:4.12311 20334:2
20284:2.23607 20323:5.65685
20222:2.82843 20278:6
20233:5.83095 20278:6.32456
20232:5.83095 20386:5
20320:7.07107 20371:3.16228
20199:4.24264 20373:1
20205:1 20367:1.41421
20320:2.23607 20379:4.12311
20318:5 20330:7.07107
20249:4.47214 20267:4.47214
20207:3.60555 20315:3.60555
20303:10.7703 20316:2.23607
20280:3.16228 20337:4.24264
20248:4.24264 20310:7.07107
20341:6.40312 20359:3.60555
20221:4.12311 20395:7.61577
20208:3.60555 20376:4.47214
20294:3.16228 20375:2.23607
20243:4.24264 20310:5.65685
20239:4.47214 20352:5
20217:5.38516 20300:4.12311
20266:3.16228 20313:2.23607
20320:9.43398 20336:9.43398
20213:3.60555 20390:3.60555
20205:3.60555 20236:4.24264
20314:3.60555 20383:4.12311
20199:7.2111 20368:3.16228
20228:3 20399:5
20357:2.82843 20362:2.23607
20176:3.16228 20375:4.24264
20356:3.60555 20390:6.7082
20214:6 20290:5.83095
20181:4.47214 20389:5.83095
20196:1 20385:5.83095
20194:3.16228 20337:2.23607
20186:6.40312 20372:2
20218:2.23607 20313:1
20239:4.47214 20304:1
20275:6.32456 20325:5
20206:2.23607 20249:9.21954
20335:5.83095 20344:1.41421
20212:4.12311 20323:5.83095
20333:3.16228 20391:4.12311
20275:2.23607 20398:5.38516
20331:5.65685 20340:3.60555
20273:2.23607 20398:4
20306:2.82843 20324:5.83095
20265:8.48528 20301:4.12311
20222:4.47214 20231:6
20204:10.198 20287:8.60233
20242:3.16228 20337:4
20202:3 20335:3.16228
20195:1.41421 20298:2.23607
20353:5.09902 20370:4.12311
20230:2.23607 20323:5.38516
20191:4.12311 20347:8.24621
20220:2.23607 20328:2
20279:8.60233 20330:6.32456
20349:7.07107 20387:3.60555
20364:3.16228 20377:5.83095
20184:5.09902 20214:3.16228
20305:5 20343:6.40312
20236:3.60555 20369:1.41421
20237:5.38516 20312:5
20247:3.16228 20375:2.23607
20223:4.12311 20307:2.23607
20176:7.07107 20350:2.23607
20338:2 20374:1
20195:1 20282:2.23607
20363:3.60555 20383:4.47214
20250:4.12311 20388:3.60555
20265:7.28011 20277:4.12311
20177:10.7703 20219:3.60555
20201:1.41421 20369:3.60555
20239:5.38516 20267:1
20291:5 20383:6.08276
20182:5.38516 20276:2.82843
20223:2 20295:2.23607
20205:8.544 20311:4.47214
20262:6.32456 20386:4.12311
20243:7.07107 20248:5.65685
20205:4.12311 20236:4.47214
20293:5 20327:4.12311
20251:2.23607 20266:1
20255:3.60555 20299:5.83095
20207:5.09902 20240:3.60555
20185:9 20241:2.23607
20225:3.16228 20358:3.16228
20229:10.6301 20238:5
20209:7.07107 20351:3.16228
20237:2.23607 20293:5.65685
20178:7.07107 20360:1
20232:6.7082 20386:5.09902
20212:2.23607 20284:5.38516
20179:7.81025 20276:5.83095
20268:5 20275:6.7082
20338:5.65685 20374:6.40312
20189:5.09902 20312:4.12311
20220:2.23607 20286:2
20276:7 20306:5.38516
20197:6.32456 20287:6.32456
20274:5.65685 20385:5.38516
20187:3 20207:2.82843
20272:3.16228 20391:5
20229:2 20253:4.12311
20202:3.60555 20281:3.16228
20275:8.60233 20398:5.83095
20194:3.60555 20264:2.23607
20297:2 20374:1
20203:6.40312 20216:7.2111
20180:5.65685 20274:3.60555
20185:5.83095 20244:6.40312
20258:3.60555 20362:3.16228
20291:6.40312 20348:8.544
20270:1.41421 20335:4.47214
20216:3.60555 20217:4.12311
20178:3.16228 20321:7.2111
20182:4.47214 20380:3.60555
20200:4.47214 20204:6
20224:2 20387:6.40312
20176:6.7082 20296:2.23607
20194:7 20319:3.16228
20249:5 20282:4
20283:5.09902 20370:5
20210:3 20215:2
20300:4.47214 20388:1
20260:3.60555 20334:4.47214
20258:2.82843 20362:1
20225:2 20317:3.16228
20244:3.60555 20341:9.89949
20178:7.28011 20321:1
20258:3.60555 20286:3.60555
20258:2.23607 20357:1
20299:3.60555 20383:1
20289:3.16228 20377:6
20198:4 20282:10
20190:5 20322:10.8167
20205:2.23607 20236:1.41421
20235:8.48528 20256:3.16228
20201:3.60555 20292:1.41421
20283:4.12311 20394:2.23607
20234:3.16228 20364:7.61577
20186:8.06226 20265:2
20217:3.60555 20235:1
20297:1 20338:1
20247:2.23607 20294:2.23607
20208:2.23607 20246:4.47214
20289:5.83095 20364:6
20194:3.16228 20242:5.38516
20237:4.12311 20381:3
20182:4.12311 20347:3.60555
20227:2.82843 20379:3
20295:7.61577 20394:6
20255:4.12311 20363:1
20225:5.83095 20358:5.09902
20331:5.38516 20393:5
20233:5 20309:4.12311
20288:3.60555 20349:6.40312
20300:3.60555 20355:1
20181:1.41421 20262:5.83095
20213:5.09902 20253:3.60555
20223:2.23607 20307:2.23607
20210:8.544 20299:7.2111
20274:5.83095 20385:5
20283:6 20370:2.23607
20221:3.60555 20245:7.61577
20333:7.61577 20397:5.83095
20298:5.65685 20396:5.83095
20273:5.38516 20275:4
20228:2 20257:5
20558:9.21954 20648:2.23607
20579:4.12311 20632:5.83095
20439:5.09902 20625:8
20506:3.60555 20519:5
20418:1 20539:5
20409:11 20487:16.2788
20424:3.16228 20659:5.09902
20552:12.2066 20570:6.40312
20422:5.38516 20482:5.83095
20405:11 20487:5.83095
20551:2.23607 20576:2.23607
20463:4.12311 20639:4.12311
20420:8.60233 20653:8.24621
20455:10.6301 20644:9.84886
20408:7.61577 20500:9.84886
20473:8.544 20484:5.09902
20435:7.61577 20581:4.24264
20479:4.47214 20633:1.41421
20404:1 20539:5.83095
20425:11.1803 20499:4.47214
20412:8.60233 20594:9.43398
20411:8.94427 20597:8.94427
20408:5.38516 20482:1
20453:4.12311 20472:4.12311
20406:3.16228 20659:7.2111
20483:5.38516 20499:8.06226
20475:3.16228 20541:3.60555
20502:3 20618:3.16228
20536:2.23607 20656:3
20459:6.40312 20468:6.32456
20433:6.32456 20634:4.12311
20511:5 20666:2.82843
20447:4 20608:6.7082
20430:6.32456 20625:6.08276
20454:7.2111 20657:4.24264
20416:7.61577 20600:2.82843
20504:8.06226 20507:5.83095
20588:12.0416 20626:12.53
20555:5.83095 20609:4.47214
20402:5.09902 20477:10.2956
20444:3.60555 20580:3.16228
20482:9.05539 20616:9
20539:4.24264 20622:4.12311
20593:4.24264 20668:1
20440:3.60555 20580:4.12311
20448:13.4536 20489:10.2956
20407:17.4929 20567:8.48528
20432:4 20478:5.09902
20489:4.12311 20573:5.38516
20454:7.28011 20508:7.81025
20519:3.60555 20662:5.09902
20669:8.24621 20671:9.21954
20523:6.32456 20629:5.09902
20423:4.12311 20603:5.83095
20434:7.2111 20508:4.47214
20578:8.06226 20644:3.16228
20559:7.07107 20623:7.07107
20490:2.82843 20535:3.16228
20573:13.0384 20595:5.38516
20429:6.40312 20468:3.60555
20575:5 20631:7.07107
20527:5 20655:1.41421
20627:4.24264 20661:4.12311
20582:2.23607 20639:2
20544:4.12311 20546:4.12311
20486:9.48683 20629:9.05539
20481:3.16228 20642:3.16228
20401:8.544 20579:4.47214
20459:3.60555 20563:3.60555
20513:3.16228 20657:4
20523:7.07107 20629:2.82843
20545:6.7082 20611:4.12311
20423:4.12311 20603:7.07107
20415:8.544 20478:10
20612:1 20659:6.08276
20426:3.16228 20541:6.40312
20466:4.24264 20642:4
20602:9.48683 20640:10.0499
20432:7.07107 20447:5.09902
20417:4.47214 20633:5.09902
20545:6.7082 20601:9.48683
20466:3.16228 20642:6
20408:5.83095 20422:1
20425:5.38516 20650:6.7082
20415:5.09902 20561:9.89949
20428:3.60555 20536:1.41421
20534:7.81025 20635:4.12311
20409:5.83095 20644:7.81025
20515:2.82843 20519:9.21954
20448:4.12311 20573:6.32456
20457:2.82843 20535:5.83095
20559:5 20614:5.83095
20520:8.544 20630:8
20401:7.2111 20510:6.32456
20571:5.38516 20614:5
20511:6.7082 20556:5
20506:4.12311 20517:4.12311
20529:5 20558:4.12311
20481:7.61577 20501:1.41421
20419:4.47214 20425:8.06226
20408:12.53 20414:9.84886
20481:8.24621 20498:1.41421
20427:3 20524:6
20504:5.83095 20507:7.28011
20503:5.83095 20507:2.23607
20591:5.09902 20669:8.06226
20403:3.60555 20496:4.12311
20436:5.83095 20504:2.23607
20454:4.47214 20674:5
20404:7.2111 20418:6.40312
20401:6 20568:4
20431:5 20666:5.38516
20574:1 20649:1.41421
20469:3.16228 20615:3.60555
20496:6.32456 20517:3.60555
20488:2.82843 20662:12
20549:4 20603:4.47214
20496:4.12311 20514:3.60555
20613:8.06226 20667:8
20403:5 20450:3.60555
20428:4.47214 20536:5
20410:9.21954 20551:8.94427
20463:4.47214 20639:4
20452:6.32456 20470:7.07107
20438:6 20502:6
20564:5.09902 20636:4.12311
20577:5 20670:5
20461:5 20651:3.60555
20541:6.7082 20572:6.7082
20497:5 20601:3
20533:9.21954 20594:7.81025
20474:6.40312 20612:5.65685
20583:7.61577 20610:4.12311
20572:4.47214 20594:2
20553:4 20635:5.09902
20457:3.16228 20564:1
20428:2.23607 20485:1.41421
20604:2 20617:2.23607
20431:7.2111 20562:5
20404:5 20442:4.24264
20426:10.2956 20475:8.24621
20426:3.60555 20533:5.65685
20526:5.83095 20587:4
20531:10 20643:2
20464:4.12311 20546:5.83095
20471:6.7082 20480:6.7082
20464:4.12311 20544:5.83095
20465:13.1529 20534:15.6205
20516:6 20603:5.65685
20516:4 20660:4.12311
20557:6.08276 20596:6
20410:2.23607 20576:1.41421
20565:6 20643:9.43398
20534:4 20635:7.07107
20450:11 20662:6.08276
20438:5.83095 20609:3.16228
20495:5 20511:7.61577
20550:6.08276 20596:1
20497:4.12311 20648:7.07107
20491:5 20649:5
20587:2.82843 20652:2
20447:7.28011 20608:8.94427
20538:5 20571:8.60233
20468:3.60555 20584:6.7082
20457:4.12311 20535:1
20552:6 20638:5.83095
20633:5 20641:5.09902
20446:8.48528 20599:12.0416
20493:8.48528 20510:4
20464:5.83095 20544:9.21954
20407:6.40312 20544:7.2111
20494:5.38516 20661:5.09902
20533:4.47214 20541:6
20448:5.38516 20489:6.32456
20512:1 20649:2.23607
20460:5 20665:4.12311
20410:2.23607 20551:1.41421
20526:5 20670:4.47214
20660:6.32456 20672:1.41421
20401:4.12311 20467:4.47214
20440:3.16228 20444:4.12311
20416:4.24264 20624:9.48683
20463:2.23607 20626:2.82843
20610:5 20628:7.07107
20539:10.2956 20563:6.7082
20485:7.07107 20536:8.48528
20550:7 20633:8.48528
20542:4 20560:2.82843
20440:5.38516 20580:4.12311
20410:5 20673:1
20602:7.2111 20640:5.38516
20505:5.09902 20607:9.21954
20466:6.32456 20476:5.83095
20443:4.24264 20668:5
20533:2 20572:6.32456
20458:5.38516 20489:7.81025
20479:5.38516 20557:1
20537:5.09902 20604:5.09902
20454:8.48528 20508:8.24621
20526:8.60233 20542:8.24621
20435:2.82843 20472:9.48683
20497:7.2111 20529:3
20590:7.2111 20640:2.23607
20423:4.12311 20516:4.47214
20537:2 20617:1
20479:9.05539 20596:9.21954
20613:9.21954 20641:9.21954
20669:7.61577 20671:7
20432:6.7082 20447:6.08276
20438:4.47214 20555:3.16228
20532:4.12311 20583:5
20471:4.12311 20545:8.60233
20474:1 20531:5.65685
20417:5.38516 20633:6.7082
20491:5.83095 20494:5
20513:3.60555 20627:3.16228
20441:9 20646:1.41421
20537:2.23607 20604:1
20427:3.16228 20621:4.47214
20468:7.81025 20645:1.41421
20477:12.083 20640:13
20427:7.07107 20618:4.47214
20442:4.12311 20539:8.06226
20512:3 20649:2.23607
20532:8.24621 20610:7.28011
20402:8 20433:6.08276
20463:5 20582:2.82843
20462:4.24264 20615:3.16228
20549:5.09902 20660:5
20452:5.09902 20470:2.82843
20492:8 20520:13.6015
20460:7.07107 20658:6
20401:5.83095 20579:8.06226
20417:1.41421 20566:5
20430:4.12311 20637:5
20486:4.12311 20534:5.09902
20525:4.12311 20564:6.40312
20430:8.94427 20634:5
20565:5.83095 20652:10
20463:2 20522:4
20590:5.38516 20602:2.23607
20566:5.09902 20651:3.60555
20466:3.16228 20476:4
20531:8.94427 20543:2
20455:3.16228 20487:7.81025
20468:8.06226 20619:1.41421
20529:9 20616:1.41421
20520:6.08276 20656:5.09902
20400:2.23607 20558:7.07107
20512:1.41421 20574:2.23607
20483:6.7082 20656:5.09902
20527:3.60555 20641:3.60555
20560:2 20587:4.47214
20412:8.24621 20592:8.544
20421:10.2956 20597:9.05539
20461:1.41421 20527:6.08276
20428:3 20536:5.09902
20434:4.24264 20469:4
20575:7 20631:6
20406:5.09902 20474:6.08276
20549:4.12311 20628:5
20462:4.12311 20571:5.09902
20450:5.09902 20554:6.08276
20478:7.2111 20514:8.06226
20567:13.6015 20599:9.05539
20575:4.12311 20658:8.94427
20431:2.82843 20511:5.38516
20440:7.07107 20537:7.28011
20443:1 20593:5
20505:8.06226 20607:7.61577
20526:5 20577:4.47214
20451:9.21954 20607:7
20578:1.41421 20660:7.07107
20410:5.09902 20589:1
20449:9.05539 20508:5
20835:5 20998:2.23607
20780:7.28011 20967:6.08276
20755:7.28011 20962:8.24621
20695:7.07107 20709:5
20683:1.41421 20876:8.60233
20885:5.38516 20953:5.38516
20697:7.07107 20981:5.09902
20728:11.6619 20766:8.94427
20679:1.41421 20908:7.61577
20692:7.2111 20958:9.43398
20761:2.23607 20872:4.12311
20711:3.16228 20912:7.07107
20710:5 20799:4
20758:6.40312 20895:7.81025
20909:6.08276 20994:4
20698:5 20839:9.84886
20706:4.12311 20707:2
20684:7.2111 20924:9.48683
20753:6.32456 20816:5.38516
20776:2.23607 20956:5.38516
20678:7.07107 20729:9.21954
20747:3 20906:6.32456
20935:5.65685 20981:6
20690:5 20718:8
20720:5.38516 20860:8.60233
20818:5.09902 20843:5.09902
20823:4.47214 20922:8
20826:8.06226 20941:9.89949
20767:6 20811:6.32456
20794:3.16228 20844:8.60233
20825:9.89949 20905:10
20691:4.12311 20707:6.08276
20691:2 20706:6.08276
20712:4.12311 20944:9.84886
20678:5 20811:10.8167
20687:5 20875:5.38516
20686:3.16228 20912:6.32456
20708:4.12311 20877:7.81025
20803:2.23607 20871:4.24264
20957:2.23607 20973:6.7082
20748:3 20995:9.05539
20800:2 20834:3.16228
20864:5 20935:5
20698:8 20896:5.83095
20934:7.61577 20952:3.60555
20699:5.38516 20860:3.60555
20762:7 20925:5.65685
20830:6.32456 20921:10.198
20735:6.08276 20793:6.40312
20702:12.2066 20852:1
20886:2 20896:6.7082
20772:4.12311 20949:4.12311
20848:8.06226 20977:7.61577
20707:8.94427 20792:8
20695:9.21954 20888:10.198
20928:8.544 20980:7.81025
20727:10.2956 20904:9.05539
20757:5 20861:5
20765:15.6205 20854:6.32456
20753:3.60555 20816:6
20793:3.16228 20910:4.47214
20744:7.28011 20865:1.41421
20749:3 20913:10.4403
20867:5.09902 20976:2.23607
20915:8.06226 20932:9.43398
20803:8.06226 20971:4.24264
20855:6.32456 20900:11.4018
20689:10.8167 20909:8
20726:5.09902 20772:1
20736:7.28011 20768:5
20914:1 20948:3.16228
20863:7.28011 20958:9.21954
20696:3 20906:6.08276
20715:3 20995:6.08276
20737:3 20913:7.61577
20756:5 20931:6.08276
20828:5 20909:10.4403
20780:5.38516 20923:5.38516
20734:3.60555 20933:3.60555
20917:2 20930:6.32456
20677:7.28011 20962:7.81025
20779:2.23607 20931:2.82843
20732:5 20877:6
20688:6.40312 20895:1.41421
20803:10 20871:7.28011
20714:17.6918 20858:16.4012
20685:2.23607 20808:4.24264
20721:7 20925:11.7047
20805:5.09902 20809:7
20779:4 20836:2.23607
20879:2.23607 20883:4.12311
20682:8.94427 20919:10.0499
20846:2.23607 20974:5.65685
20744:5 20993:5.38516
20747:8.544 20956:9.05539
20790:7.07107 20962:6.32456
20791:5 20849:11
20726:4.12311 20743:1
20754:6.40312 20917:5
20869:3 20908:5.65685
20784:3 20897:4.12311
20694:2.23607 20956:3.16228
20774:8.94427 20869:8.06226
20783:10.4403 20833:6.08276
20756:2.23607 20931:1
20752:5.38516 20923:4
20851:6.32456 20896:8.94427
20964:2.23607 20986:2.23607
20880:2.82843 20990:10.2956
20775:3 20897:7.07107
20959:5 20966:5.65685
20806:7.07107 20814:14.1421
20815:4.47214 20972:6.08276
20800:2.23607 20862:3.16228
20727:9.05539 20977:2.82843
20850:5 20962:3.16228
20755:10 20771:5
20942:7.81025 20954:2
20735:3.16228 20979:3.16228
20704:3.16228 20959:8.06226
20919:5.83095 20954:12.2066
20802:3.16228 20922:1.41421
20982:6.7082 20991:5
20766:10.2956 20893:12.3693
20687:4 20845:6.40312
20716:2 20788:2.23607
20988:5.09902 20992:4.12311
20796:3.16228 20925:4.24264
20713:2.23607 20871:4.12311
20805:4.24264 20849:5.09902
20763:5.09902 20804:4.24264
20786:7.07107 20937:17.72
20745:5 20988:3.16228
20685:5.38516 20761:4.24264
20763:7 20884:7
20893:11.1803 20900:10.4403
20703:6.32456 20767:7.2111
20890:3 20975:6.32456
20723:12.3693 20888:10.2956
20881:6.32456 20898:8.06226
20787:4.47214 20975:5.83095
20693:5.38516 20753:5
20824:1.41421 20903:3
20700:5.09902 20989:4.47214
20796:7.2111 20922:7.61577
20882:7.28011 20927:4.47214
20758:7.07107 20895:7.2111
20675:11.4018 20835:7
20701:4.47214 20922:7.2111
20817:1.41421 20903:4.12311
20807:8.94427 20905:7.61577
20702:8.06226 20842:11.1803
20793:4.12311 20979:2.23607
20751:5 20909:5.83095
20694:7.81025 20884:4.47214
20912:5.38516 20921:5.65685
20812:10.0499 20903:9.84886
20899:5 20940:12.1655
20778:6.08276 20996:6.40312
20716:3.16228 20800:5.09902
20675:5 20998:6.32456
20764:2.23607 20931:6
20758:9.48683 20895:8.24621
20926:9 20928:3.60555
20725:8.06226 20886:6.08276
20782:4.12311 20964:2
20730:11.3137 20980:3.60555
20740:9.05539 20971:7.2111
20876:3 20968:4.47214
20704:8.60233 20794:8.24621
20687:5 20799:6.40312
20767:2.23607 20974:3.60555
20752:8.24621 20923:13
20775:5.38516 20897:1.41421
20804:5.09902 20805:8.24621
20790:5 20833:7.81025
20718:13.9284 20781:6.32456
20702:12.8062 20724:1
20872:4.47214 20960:4.12311
20733:6.32456 20910:10.8167
20741:6.32456 20900:15.8114
20930:6.08276 20999:8.06226
20905:7.81025 20987:5.83095
20865:10 20963:8.24621
20901:2.23607 20961:1
20699:8.60233 20720:3.60555
20732:5 20757:9.48683
20788:3.16228 20800:3.60555
20746:7.28011 20756:11.7047
20717:5 20929:7.2111
20736:1.41421 20744:8.06226
20926:1 20928:6.7082
20738:5.09902 20976:6.7082
20853:5.09902 20989:4.47214
20774:3 20908:4.12311
20810:16.1555 20939:4.24264
20713:4.24264 20803:4.12311
20685:4.12311 20960:3
20787:7.28011 20938:8.60233
20963:9.21954 20985:6.40312
20687:9.05539 20710:5.38516
20700:6.40312 20843:3
20732:7.81025 20757:6
20701:10 20823:8.94427
20765:2.23607 20883:2.82843
20783:2.82843 20990:9.89949
20814:6.32456 20969:5
20927:5 20998:6.32456
20879:2.82843 20984:4
20809:7 20829:4.47214
20680:5.38516 20953:7.61577
20725:2 20839:6.08276
20836:8.24621 20891:3.60555
20723:9.21954 20729:10.198
20777:11.1803 20819:9.21954
20812:3 20975:7.81025
20820:7.81025 20887:3.60555
20711:11.3137 20844:9.21954
20810:11.1803 20900:8
20677:10.198 20850:8.06226
20758:1.41421 20821:7.2111
20718:5.83095 20725:6.7082
20775:4.12311 20848:1.41421
20814:8.06226 20969:10
20832:5 20978:10.6301
20810:10.4403 20893:8
20859:2.23607 20961:2
20688:15.0333 20924:8.24621
20817:3 20947:4
20731:9.05539 20743:13.8924
20825:7.61577 20857:7.81025
20696:6.32456 20747:6.08276
20982:6.7082 20991:9.84886
20774:5.65685 20869:4.12311
20689:6.08276 20828:5.83095
20735:4.47214 20793:5.09902
20943:5.83095 20944:8.60233
20830:5.38516 20921:6.08276
20749:7.61577 20845:7.61577
20745:1 20948:3.60555
20932:4.47214 20948:8
20719:8 20934:8.60233
20754:2 20773:5
20715:13 20748:13.3417
20766:10.0499 20795:5.83095
20767:10.2956 20811:9.48683
20830:5.65685 20912:6.08276
20796:1.41421 20802:4.47214
20752:5.38516 20780:4
20692:9.48683 20902:8.24621
20721:5.65685 20802:4.24264
20866:1 20928:6.32456
20820:4.47214 20882:5
20838:3.60555 20926:6.32456
20717:8.544 20864:7.2111
20965:5.83095 20999:3.16228
20756:2.82843 20779:1
20915:4.47214 20995:6.7082
20734:6 20753:3.60555
20719:7.61577 20916:8.60233
20697:5.65685 20717:5
20768:5.83095 20993:1
20786:15.6205 20806:17.72
20946:7.28011 20983:7.07107
20810:15 20870:4.24264
20817:8.06226 20824:7.28011
20964:9.05539 20986:8.24621
20734:6.7082 20954:6.7082
20853:7 20911:5.83095
20708:9.84886 20911:8.60233
20955:3.16228 20994:3.60555
20950:5.09902 20983:3.60555
20817:5 20903:4
20745:3.16228 20914:3.60555
20726:4.12311 20772:7.07107
20970:2 20983:2.23607
20883:4.47214 20984:4.47214
20719:3.60555 20976:8.06226
20680:5.38516 20956:6.7082
20792:2 20942:6.7082
20945:3.16228 20994:6.08276
20694:5.38516 20776:3.16228
20714:2.23607 20973:5.09902
20684:9.43398 20746:9.21954
20785:5 20966:4.12311
20853:4.12311 20872:3
20859:1 20901:2
20770:6.32456 20790:3.16228
20858:8.24621 20874:9.21954
20782:2.23607 20840:2
20930:5.83095 20999:2.82843
20785:5.65685 20959:4.12311
20676:6.08276 20780:7.2111
20843:4.47214 20876:6.40312
20881:5 20927:5
20950:2 20983:2.23607
20740:4.24264 20842:7.2111
20787:6.08276 20815:6.40312
20714:6.7082 20957:5.09902
20767:5.65685 20846:3.60555
20812:6.32456 20815:5.83095
20738:2.23607 20867:6.7082
20727:7.61577 20789:2.82843
20689:7.2111 20994:6
20793:3.16228 20827:2.23607
20730:7.81025 20841:3.60555
20681:5.09902 20697:6
20907:6.7082 20991:3.16228
20950:2.23607 20970:2.23607
20883:4 20951:4.47214
20799:9.05539 20874:6.40312
20782:2.23607 20964:3.16228
20857:5.83095 20948:4
20801:5.09902 20807:3.16228
20818:4.47214 20868:4.47214
20782:6.08276 20986:5.83095
20797:5 20982:3.16228
20801:4.12311 20988:7.81025
20768:5.38516 20936:1
20689:4 20945:3.60555
20748:6.08276 20932:6.7082
20833:6.40312 20850:10
20740:10.0499 20971:7.28011
20675:2.23607 20835:6.32456
20930:3.16228 20965:2.82843
21027:1 21167:2.23607
21059:2.82843 21076:1.41421
21082:2.23607 21085:2.23607
21084:1.41421 21085:2
21031:4 21050:5
21003:2.82843 21017:1
21075:2.23607 21090:2
21027:5 21054:1.41421
21039:2 21046:1
21036:1 21155:2
21021:5 21062:4.47214
21014:1.41421 21120:1
21053:2.23607 21123:1.41421
21130:2.23607 21152:1.41421
21011:1.41421 21120:2.23607
21026:1.41421 21028:1
21100:3 21108:1
21003:2.23607 21005:1
21057:2.23607 21081:7.07107
21091:2 21168:1.41421
21044:2 21116:1.41421
21016:3 21126:2
21040:1.41421 21131:1
21061:1 21111:3.60555
21098:2 21124:3.60555
21116:1 21118:1
21015:1.41421 21028:1
21000:1 21167:2
21015:1 21026:1
21011:3.16228 21120:2.23607
21006:2.82843 21075:1
21087:1.41421 21114:3.60555
21078:2.82843 21149:2.82843
21047:1.41421 21113:2.82843
21134:4.12311 21172:4.12311
21019:2.23607 21168:2.23607
21009:1 21155:1
21027:4 21086:3
21112:2 21144:1.41421
21008:2 21075:2
21022:1.41421 21048:1
21141:1 21157:2
21072:4.12311 21157:4.12311
21015:2 21028:2.23607
21020:2 21116:1.41421
21107:2 21150:5
21008:1 21039:2.23607
21033:1.41421 21113:3.16228
21040:1 21069:1
21147:1.41421 21162:3
21139:4.12311 21149:3
21122:2 21142:2
21060:1 21144:1
21123:1 21151:1
21007:1.41421 21027:4.12311
21014:3.60555 21089:1
21113:2.23607 21166:1
21018:2.23607 21156:5
21015:2 21026:1.41421
21063:2.23607 21071:2
21052:1 21144:2
21023:1 21131:3.16228
21010:4.47214 21089:4
21059:2.23607 21071:1
